ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason,tier,spac_review
TRGP,TRGP,Targa Resources Corp,2010-12-06,2010-12-07,2010.0,22.0,1.0,,42441543.0,56018700.0,0.933713946,1.2324114,,1.083062673,auto:edgar+yf,high,ticker+date,headline,,T2,False
AMV,AMV,Atlis Motor Vehicles,2022-09-27,nan,2022.0,27.5,1.0,39314061.0,,,,,1.0811366775,1.0811366775,ritter-anchor,med,ticker+date,headline,,T2,False
AMLX,AMLX,Amylyx Pharmaceuticals Inc,2022-01-07,2022-01-07,2022.0,19.0,1.0,,58533226.0,55216000.0,1.112131294,1.049104,,1.080617647,auto:edgar+yf,high,ticker+date,headline,,T2,False
PGNY,PGNY,Progyny Inc,2019-10-25,2019-10-25,2019.0,13.0,1.0,,84046372.0,82174800.0,1.092602836,1.0682724,,1.080437618,auto:edgar+yf,high,ticker+date,headline,,T2,False
YALA,YALA,Yalla Group Ltd,2020-09-30,2020-09-30,2020.0,7.5,2.0,143230130.0,,143230000.0,,1.074225,,1.074225,single:yf,low,ticker+date,headline,,T2,False
OEC,OEC,Orion Engineered Carbons SA,2014-07-24,2014-07-25,2014.0,18.0,1.0,,,59635000.0,,1.07343,,1.07343,single:yf,low,ticker+date,headline,,T2,False
EVH,EVH,Evolent Health Inc,2015-06-05,2015-06-05,2015.0,17.0,1.0,67251344.0,,59000100.0,,1.0030017,1.143272848,1.073137274,auto:ritter+yf,high,ticker+date,headline,,T2,False
SXC,SXC,Suncoke Energy Inc,2011-07-20,2011-07-21,2011.0,16.0,1.0,,70000000.0,63989500.0,1.12,1.023832,,1.071916,auto:edgar+yf,high,ticker+date,headline,,T2,False
CHGG,CHGG,Chegg,2013-11-13,2013-11-13,2013.0,12.5,1.0,,83064882.0,87884000.0,1.038311025,1.09855,,1.0684305125,auto:edgar+yf,high,ticker+date,headline,,T2,False
MN,MN,Manning & Napier Inc,2011-11-17,nan,2011.0,12.0,1.0,88901000.0,,,,,1.066812,1.066812,ritter-anchor,med,ticker+date,headline,,T2,False
TIGR,TIGR,Up Fintech Holding Ltd,2019-03-20,2019-03-20,2019.0,8.0,2.0,1991802249.0,,132787000.0,,1.062296,,1.062296,single:yf,low,ticker+date,headline,,T2,False
RMP,RMP,Rice Midstream Partners LP,2014-12-17,2014-12-17,2014.0,16.5,1.0,57507246.0,,70917300.0,,1.17013545,0.948869559,1.0595025045000002,auto:ritter+yf,high,ticker+date,headline,,T2,False
IMCR,IMCR,Immunocore Hldg Ltd,2021-02-05,2021-02-05,2021.0,26.0,2.0,42295704.0,,40741200.0,,1.0592712,,1.0592712,single:yf,low,ticker+date,headline,,T2,False
PRCT,PRCT,Procept Biorobotics Corp,2021-09-15,2021-09-15,2021.0,25.0,1.0,,43496831.0,41213500.0,1.087420775,1.0303375,,1.0588791375,auto:edgar+yf,high,ticker+date,headline,,T2,False
FXCM,FXCM,FXCM Inc,2010-12-01,nan,2010.0,14.0,1.0,75300000.0,,,,,1.0542,1.0542,ritter-anchor,med,ticker+date,headline,,T2,False
FWRG,FWRG,First Watch Restaurant Group I,2021-10-01,2021-10-01,2021.0,18.0,1.0,,59048446.0,57629600.0,1.062872028,1.0373328,,1.050102414,auto:edgar+yf,high,ticker+date,headline,,T2,False
MGP,MGP,MGM Growth Properties LLC,2016-04-20,nan,2016.0,21.0,1.0,50000000.0,,,,,1.05,1.05,ritter-anchor,med,ticker+date,headline,,T2,False
SDGR,SDGR,Schrodinger Inc,2020-02-06,2020-02-06,2020.0,17.0,1.0,61447198.0,50122938.0,61447200.0,0.852089946,1.0446024,1.044602366,1.044602366,auto:edgar+ritter+yf,high,ticker+date,headline,,T2,False
SDR,SDR,SandRidge Mississippian,2012-04-17,nan,2012.0,21.0,1.0,49725000.0,,,,,1.044225,1.044225,ritter-anchor,med,ticker+date,headline,,T2,False
PACB,PACB,Pacific Biosciences of CA Inc,2010-10-26,2010-10-27,2010.0,16.0,1.0,,52855267.0,77041000.0,0.845684272,1.232656,,1.039170136,auto:edgar+yf,high,ticker+date,headline,,T2,False
QIWI,QIWI,QIWI PLC,2013-05-02,2013-05-03,2013.0,17.0,2.0,52500000.0,,60420300.0,,1.0271451,,1.0271451,single:yf,low,ticker+date,headline,,T2,False
NBHC,NBHC,National Bank Holdings Corp,2012-09-19,2012-09-20,2012.0,19.25,1.0,53361000.0,52327910.0,30327600.0,1.0073122675,0.5838063,1.02719925,1.01725575875,auto:edgar+ritter,high,ticker+date,headline,,T2,False
HCC,HCC,Warrior Met Coal,2017-04-13,2017-04-13,2017.0,19.0,1.0,,53460139.0,53460100.0,1.015742641,1.0157419,,1.0157422705,auto:edgar+yf,high,ticker+date,headline,,T2,False
GOSS,GOSS,Gossamer Bio Inc,2019-02-08,2019-02-08,2019.0,16.0,1.0,,65893276.0,60401900.0,1.054292416,0.9664304,,1.010361408,auto:edgar+yf,high,ticker+date,headline,,T2,False
VEI,VEI,Vine Energy Inc,2021-03-18,nan,2021.0,14.0,1.0,72034256.0,,,,,1.008479584,1.008479584,ritter-anchor,med,ticker+date,headline,,T2,False
CBF,CBF,Capital Bank Financial Corp,2012-09-19,nan,2012.0,18.0,1.0,55848211.0,,,,,1.005267798,1.005267798,ritter-anchor,med,ticker+date,headline,,T2,False
ATKR,ATKR,Atkore International Group Inc,2016-06-10,2016-06-10,2016.0,16.0,1.0,,62458367.0,63111100.0,0.999333872,1.0097776,,1.004555736,auto:edgar+yf,high,ticker+date,headline,,T2,False
WNRL,WNRL,Western Refining Logistics LP,2013-10-10,nan,2013.0,22.0,1.0,45622000.0,,,,,1.003684,1.003684,ritter-anchor,med,ticker+date,headline,,T2,False
MTGE,MTGE,American Capital Mortgage,2011-08-03,2011-08-04,2011.0,20.0,1.0,,,50010400.0,,1.000208,,1.000208,single:yf,low,ticker+date,headline,,T2,False
ALDW,ALDW,Alon USA Partners LP,2012-11-19,nan,2012.0,16.0,1.0,62500000.0,,,,,1.0,1.0,ritter-anchor,med,ticker+date,headline,,T1,False
VINP,VINP,Vinci Partners Investments Ltd,2021-01-28,2021-01-28,2021.0,18.0,1.0,55516000.0,,55515600.0,,0.9992808,0.999288,0.9992844,auto:ritter+yf,high,ticker+date,headline,,T1,False
SMLP,SMLP,Summit Midstream Partners LP,2012-09-27,nan,2012.0,20.0,1.0,49816020.0,,,,,0.9963204,0.9963204,ritter-anchor,med,ticker+date,headline,,T1,False
MNTN,MNTN,"MNTN, Inc.",2025-05-22,2025-05-22,2025.0,16.0,1.0,76959504.0,16441170.0,47430000.0,0.26305872,0.75888,1.231352064,0.995116032,auto:ritter+yf,high,ticker+date,headline,,T1,False
KYAK,KYAK,KAYAK Software Corp,2012-07-19,nan,2012.0,26.0,1.0,38198000.0,,,,,0.993148,0.993148,ritter-anchor,med,ticker+date,headline,,T1,False
BCAX,BCAX,Bicara Therapeutics Inc.,2024-09-13,nan,2024.0,18.0,1.0,,54415619.0,,0.979481142,,,0.979481142,single:edgar,low,ticker+date,headline,,T1,False
YEXT,YEXT,Yext Inc,2017-04-13,2017-04-13,2017.0,11.0,1.0,,90041408.0,87064496.0,0.990455488,0.957709456,,0.9740824720000001,auto:edgar+yf,high,ticker+date,headline,,T1,False
BRCB,BRCB,"Black Rock Coffee Bar, Inc.",2025-09-12,2025-09-12,2025.0,20.0,1.0,48387559.0,,15467100.0,,0.309342,0.96775118,0.96775118,ritter-anchor,med,ticker+date,headline,,T1,False
SUPV,SUPV,Grupo Supervielle SA,2016-05-19,2016-05-19,2016.0,11.0,2.0,147083372.0,,87778200.0,,0.9655602,,0.9655602,single:yf,low,ticker+date,headline,,T1,False
DAWN,DAWN,Day One Biopharmaceuticals Inc,2021-05-27,2021-05-27,2021.0,16.0,1.0,,,60337400.0,,0.9653984,,0.9653984,single:yf,low,ticker+date,headline,,T1,False
CUDA,CUDA,Barracuda Networks,2013-11-06,2013-11-06,2013.0,18.0,1.0,,,53376700.0,,0.9607806,,0.9607806,single:yf,low,ticker+date,headline,,T1,False
PUBM,PUBM,PubMatic Inc,2020-12-09,2020-12-09,2020.0,20.0,1.0,47826504.0,,47826500.0,,0.95653,0.95653008,0.95653004,auto:ritter+yf,high,ticker+date,headline,,T1,False
RVMD,RVMD,Revolution Medicines Inc,2020-02-13,2020-02-13,2020.0,17.0,1.0,,59013920.0,52902300.0,1.00323664,0.8993391,,0.9512878699999999,auto:edgar+yf,high,ticker+date,headline,,T1,False
SKYX,SKYX,SQL Technologies Corp,2022-02-10,2022-02-10,2022.0,14.0,1.0,,80747256.0,55094500.0,1.130461584,0.771323,,0.950892292,auto:edgar+yf,high,ticker+date,headline,,T1,False
KANG,KANG,iKang Healthcare Group Inc,2014-04-09,2014-04-09,2014.0,14.0,2.0,32167000.0,,67910400.0,,0.9507456,,0.9507456,single:yf,low,ticker+date,headline,,T1,False
GDS,GDS,GDS Services Ltd,2016-11-02,2016-11-02,2016.0,10.0,2.0,771815763.0,760009043.0,95001104.0,,0.95001104,,0.95001104,single:yf,low,ticker+date,headline,,T1,False
DUO,DUO,Fangdd Network Group Ltd,2019-11-01,2019-11-01,2019.0,13.0,2.0,1810755761.0,,72430200.0,,0.9415926,,0.9415926,single:yf,low,ticker+date,headline,,T1,False
RH,RH,Restoration Hardware Hldg Inc,2012-11-01,2012-11-02,2012.0,24.0,1.0,,37927012.0,40480200.0,0.910248288,0.9715248,,0.940886544,auto:edgar+yf,high,ticker+date,headline,,T1,False
FBLG,FBLG,FibroBiologics Inc.,2024-01-31,2024-01-31,2024.0,30.0,1.0,31272675.0,32634366.0,,,,0.93818025,0.93818025,ritter-anchor,med,ticker+date,headline,,T1,False
OLLI,OLLI,Ollie's Bargain Outlet Hldg,2015-07-16,2015-07-16,2015.0,16.0,1.0,,58467840.0,58512900.0,0.93548544,0.9362064,,0.93584592,auto:edgar+yf,high,ticker+date,headline,,T1,False
MTSI,MTSI,M/A-COM Technology Hldg,2012-03-14,2012-03-15,2012.0,19.0,1.0,,45326075.0,53073200.0,0.861195425,1.0083908,,0.9347931125,auto:edgar+yf,high,ticker+date,headline,,T1,False
ATEN,ATEN,A10 Networks Inc,2014-03-21,2014-03-21,2014.0,15.0,1.0,,60054483.0,63335800.0,0.900817245,0.950037,,0.9254271225,auto:edgar+yf,high,ticker+date,headline,,T1,False
MEDP,MEDP,Medpace Inc,2016-08-11,2016-08-11,2016.0,23.0,1.0,,40719891.0,39642100.0,0.936557493,0.9117683,,0.9241628964999999,auto:edgar+yf,high,ticker+date,headline,,T1,False
TWFG,TWFG,"TWFG, Inc.",2024-07-18,2024-07-18,2024.0,17.0,1.0,54333335.0,,13161900.0,,0.2237523,0.923666695,0.923666695,ritter-anchor,med,ticker+date,headline,,T1,False
KYTX,KYTX,"Kyverna Therapeutics, Inc.",2024-02-09,2024-02-09,2024.0,22.0,1.0,,43115244.0,40822500.0,0.948535368,0.898095,,0.923315184,auto:edgar+yf,high,ticker+date,headline,,T1,False
FIVE,FIVE,Five Below Inc,2012-07-18,2012-07-19,2012.0,17.0,1.0,,53972006.0,54547700.0,0.917524102,0.9273109,,0.922417501,auto:edgar+yf,high,ticker+date,headline,,T1,False
HCAT,HCAT,Health Catalyst Inc,2019-07-25,2019-07-25,2019.0,26.0,1.0,,36494678.0,34078200.0,0.948861628,0.8860332,,0.917447414,auto:edgar+yf,high,ticker+date,headline,,T1,False
CRBU,CRBU,Caribou Biosciences Inc,2021-07-23,2021-07-23,2021.0,16.0,1.0,,59970843.0,54709200.0,0.959533488,0.8753472,,0.9174403440000001,auto:edgar+yf,high,ticker+date,headline,,T1,False
CNTB,CNTB,Connect Biopharma Hldg Ltd,2021-03-19,2021-03-19,2021.0,17.0,2.0,55816675.0,,53941700.0,,0.9170089,,0.9170089,single:yf,low,ticker+date,headline,,T1,False
YELP,YELP,Yelp Inc,2012-03-01,2012-03-02,2012.0,15.0,1.0,59873181.0,61131598.0,75258100.0,0.91697397,1.1288715,0.898097715,0.91697397,auto:edgar+ritter+yf,high,ticker+date,headline,,T1,False
SGRY,SGRY,Surgery Partners Inc,2015-10-01,2015-09-30,2015.0,19.0,1.0,,48156990.0,48157000.0,0.91498281,0.914983,,0.914982905,auto:edgar+yf,high,ticker+date,headline,,T1,False
UPB,UPB,"Upstream Bio, Inc.",2024-10-11,nan,2024.0,17.0,1.0,,53596601.0,,0.911142217,,,0.911142217,single:edgar,low,ticker+date,headline,,T1,False
RIGP,RIGP,Transocean Partners LLC,2014-07-31,nan,2014.0,22.0,1.0,41379000.0,,,,,0.910338,0.910338,ritter-anchor,med,ticker+date,headline,,T1,False
SDLP,SDLP,Seadrill Partners LLC,2012-10-18,nan,2012.0,22.0,1.0,41358375.0,,,,,0.90988425,0.90988425,ritter-anchor,med,ticker+date,headline,,T1,False
ZVIA,ZVIA,Zevia PBC,2021-07-22,2021-07-22,2021.0,14.0,1.0,64530938.0,,36300500.0,,0.508207,0.903433132,0.903433132,ritter-anchor,med,ticker+date,headline,,T1,False
CMRE,CMRE,Costamare Inc,2010-11-03,2010-11-04,2010.0,12.0,1.0,,,75099200.0,,0.9011904,,0.9011904,single:yf,low,ticker+date,headline,,T1,False
GHLD,GHLD,Guild Holdings Co,2020-10-22,nan,2020.0,15.0,1.0,60000000.0,,,,,0.9,0.9,ritter-anchor,med,ticker+date,headline,,T1,False
PEN,PEN,Penumbra Inc,2015-09-18,2015-09-18,2015.0,30.0,1.0,,29889955.0,29890000.0,0.89669865,0.8967,,0.896699325,auto:edgar+yf,high,ticker+date,headline,,T1,False
NTRA,NTRA,Natera Inc,2015-07-02,2015-07-01,2015.0,18.0,1.0,,48981329.0,49996100.0,0.881663922,0.8999298,,0.890796861,auto:edgar+yf,high,ticker+date,headline,,T1,False
ZLAB,ZLAB,Zai Lab Ltd,2017-09-20,2017-09-20,2017.0,18.0,2.0,49305903.0,50555903.0,49305900.0,,0.8875062,,0.8875062,single:yf,low,ticker+date,headline,,T1,False
AUNA,AUNA,Auna SA,2024-03-22,2024-03-22,2024.0,12.0,1.0,73917577.0,,73917600.0,,0.8870112,0.887010924,0.887011062,auto:ritter+yf,high,ticker+date,headline,,T1,False
TLS,TLS,TELOS Corp,2020-11-19,2020-11-19,2020.0,17.0,1.0,,64625071.0,39062200.0,1.098626207,0.6640574,,0.8813418035,auto:edgar+yf,high,ticker+date,headline,,T1,False
IQ,IQ,Beijing Iqiyi Tech Co Ltd,2018-03-29,2018-03-29,2018.0,18.0,2.0,125000000.0,,48935500.0,,0.880839,,0.880839,single:yf,low,ticker+date,headline,,T1,False
SDIG,SDIG,Stronghold Digital Mining Inc,2021-10-20,nan,2021.0,19.0,1.0,46070572.0,,,,,0.875340868,0.875340868,ritter-anchor,med,ticker+date,headline,,T1,False
MNRL,MNRL,Brigham Minerals Inc,2019-04-18,nan,2019.0,18.0,1.0,48600000.0,,,,,0.8748,0.8748,ritter-anchor,med,ticker+date,headline,,T1,False
GNRC,GNRC,Generac Holdings Inc,2010-02-10,2010-02-11,2010.0,13.0,1.0,,,67163200.0,,0.8731216,,0.8731216,single:yf,low,ticker+date,headline,,T1,False
KNSA,KNSA,Kiniksa Pharmaceuticals LTD,2018-05-24,2018-05-25,2018.0,18.0,1.0,48440773.0,,48440800.0,,0.8719344,0.871933914,0.871934157,auto:ritter+yf,high,ticker+date,headline,,T1,False
BL,BL,Blackline Inc,2016-10-28,2016-10-28,2016.0,17.0,1.0,,51268844.0,51268800.0,0.871570348,0.8715696,,0.871569974,auto:edgar+yf,high,ticker+date,headline,,T1,False
GRDN,GRDN,"Guardian Pharmacy Services, In",2024-09-26,2024-09-26,2024.0,14.0,1.0,63294123.0,,60844100.0,,0.8518174,0.886117722,0.868967561,auto:ritter+yf,high,ticker+date,headline,,T1,False
VCTR,VCTR,Victory Capital Holdings Inc,2018-02-08,2018-02-08,2018.0,13.0,1.0,66818673.0,,66818700.0,,0.8686431,0.868642749,0.8686429245,auto:ritter+yf,high,ticker+date,headline,,T1,False
AAT,AAT,American Assets Trust Inc,2011-01-12,2011-01-13,2011.0,20.5,1.0,,39281839.0,45346300.0,0.8052776995,0.92959915,,0.86743842475,auto:edgar+yf,high,ticker+date,headline,,T1,False
VITL,VITL,Vital Farms Inc,2020-07-31,2020-07-31,2020.0,22.0,1.0,,39432161.0,39175800.0,0.867507542,0.8618676,,0.8646875709999999,auto:edgar+yf,high,ticker+date,headline,,T1,False
VTTI,VTTI,VTTI Energy Partners LP,2014-08-01,nan,2014.0,21.0,1.0,41071429.0,,,,,0.862500009,0.862500009,ritter-anchor,med,ticker+date,headline,,T1,False
KYMR,KYMR,Kymera Therapeutics Inc,2020-08-21,2020-08-21,2020.0,20.0,1.0,,44458941.0,41724100.0,0.88917882,0.834482,,0.86183041,auto:edgar+yf,high,ticker+date,headline,,T1,False
BCC,BCC,Boise Cascade Co,2013-02-05,2013-02-06,2013.0,21.0,1.0,,43229412.0,38824300.0,0.907817652,0.8153103,,0.861563976,auto:edgar+yf,high,ticker+date,headline,,T1,False
TRNO,TRNO,Terreno Realty Corp,2010-02-09,2010-02-10,2010.0,20.0,1.0,,,42906200.0,,0.858124,,0.858124,single:yf,low,ticker+date,headline,,T1,False
CGEM,CGEM,Cullinan Management Inc,2021-01-08,2021-01-08,2021.0,21.0,1.0,,43516125.0,37831200.0,0.913838625,0.7944552,,0.8541469125000001,auto:edgar+yf,high,ticker+date,headline,,T1,False
TLIS,TLIS,Talis Biomedical Corp,2021-02-12,nan,2021.0,16.0,1.0,53343550.0,,,,,0.8534968,0.8534968,ritter-anchor,med,ticker+date,headline,,T1,False
PCTY,PCTY,Paylocity Holding Corp,2014-03-19,2014-03-19,2014.0,17.0,1.0,,49563736.0,50835000.0,0.842583512,0.864195,,0.853389256,auto:edgar+yf,high,ticker+date,headline,,T1,False
WMS,WMS,Advanced Drainage Systems Inc,2014-07-24,2014-07-25,2014.0,16.0,1.0,,52895116.0,53522000.0,0.846321856,0.856352,,0.851336928,auto:edgar+yf,high,ticker+date,headline,,T1,False
FCB,FCB,FCB Financial Holdings Inc,2014-08-01,2014-08-01,2014.0,22.0,1.0,40446199.0,,36901400.0,,0.8118308,0.889816378,0.850823589,auto:ritter+yf,high,ticker+date,headline,,T1,False
ARCE,ARCE,Arco Platform Ltd,2018-09-26,nan,2018.0,17.5,1.0,48594361.0,,,,,0.8504013175,0.8504013175,ritter-anchor,med,ticker+date,headline,,T1,False
ANL,ANL,Adlai Nortye Ltd.,2023-09-29,2023-09-29,2023.0,23.0,2.0,110700805.0,,36900300.0,,0.8487069,,0.8487069,single:yf,low,ticker+date,headline,,T1,False
HTHT,HTHT,China Lodging Group Ltd,2010-03-25,2010-03-26,2010.0,12.25,2.0,235618079.0,,69099296.0,,0.846466376,,0.846466376,single:yf,low,ticker+date,headline,,T1,False
MTDR,MTDR,Matador Resources Co,2012-02-01,2012-02-02,2012.0,12.0,1.0,,55507543.0,85558000.0,0.666090516,1.026696,,0.846393258,auto:edgar+yf,high,ticker+date,headline,,T1,False
DYN,DYN,Dyne Therapeutics Inc,2020-09-17,2020-09-17,2020.0,19.0,1.0,,45445115.0,43585200.0,0.863457185,0.8281188,,0.8457879925,auto:edgar+yf,high,ticker+date,headline,,T1,False
INN,INN,Summit Hotel Properties Inc,2011-02-08,2011-02-09,2011.0,9.75,1.0,,27278000.0,86730000.0,0.2659605,0.8456175,,0.8456175,single:yf,low,ticker+date,headline,,T1,False
GLUE,GLUE,Monte Rosa Therapeutics Inc,2021-06-24,2021-06-24,2021.0,19.0,1.0,,46381919.0,42540200.0,0.881256461,0.8082638,,0.8447601305,auto:edgar+yf,high,ticker+date,headline,,T1,False
GPMT,GPMT,Granite Point Mtg Tr Inc,2017-06-23,2017-06-26,2017.0,19.5,1.0,,43234205.0,43234200.0,0.8430669975,0.8430669,,0.84306694875,auto:edgar+yf,high,ticker+date,headline,,T1,False
MPLX,MPLX,MPLX LP,2012-10-25,2012-10-26,2012.0,22.0,1.0,39547000.0,36951515.0,296687000.0,0.81293333,6.527114,0.870034,0.8414836649999999,auto:edgar+ritter,high,ticker+date,headline,,T1,False
HG,HG,"Hamilton Insurance Group, Ltd.",2023-11-10,2023-11-10,2023.0,15.0,1.0,,56036067.0,56036100.0,0.840541005,0.8405415,,0.8405412525,auto:edgar+yf,high,ticker+date,headline,,T1,False
AVO,AVO,Mission Produce Inc,2020-10-01,2020-10-02,2020.0,12.0,1.0,,70550922.0,69350896.0,0.846611064,0.832210752,,0.8394109080000001,auto:edgar+yf,high,ticker+date,headline,,T1,False
BRP,BRP,BRP Group Inc,2019-10-24,nan,2019.0,14.0,1.0,59588235.0,,,,,0.83423529,0.83423529,ritter-anchor,med,ticker+date,headline,,T1,False
COCO,COCO,"The Vita Coco Company, Inc.",2021-10-21,2021-10-21,2021.0,15.0,1.0,,55514780.0,55496100.0,0.8327217,0.8324415,,0.8325815999999999,auto:edgar+yf,high,ticker+date,headline,,T1,False
MEP,MEP,Midcoast Energy Partners LP,2013-11-07,nan,2013.0,18.0,1.0,46143000.0,,,,,0.830574,0.830574,ritter-anchor,med,ticker+date,headline,,T1,False
FSAM,FSAM,Fifth St Asset Mgmt Inc,2014-10-30,nan,2014.0,17.0,1.0,48857000.0,,,,,0.830569,0.830569,ritter-anchor,med,ticker+date,headline,,T1,False
SITE,SITE,SiteOne Landscape Supply Inc,2016-05-12,2016-05-12,2016.0,21.0,1.0,,39542239.0,39542200.0,0.830387019,0.8303862,,0.8303866095,auto:edgar+yf,high,ticker+date,headline,,T1,False
AHR,AHR,"American Healthcare REIT, Inc.",2024-02-07,2024-02-07,2024.0,12.0,1.0,,65372222.0,72638400.0,0.784466664,0.8716608,,0.8280637319999999,auto:edgar+yf,high,ticker+date,headline,,T1,False
PAYC,PAYC,Paycom Software Inc,2014-04-15,2014-04-15,2014.0,15.0,1.0,,51041157.0,59103300.0,0.765617355,0.8865495,,0.8260834275,auto:edgar+yf,high,ticker+date,headline,,T1,False
BEAM,BEAM,Beam Therapeutics Inc,2020-02-06,2020-02-06,2020.0,17.0,1.0,,51485115.0,45324800.0,0.875246955,0.7705216,,0.8228842775,auto:edgar+yf,high,ticker+date,headline,,T1,False
HUBS,HUBS,HubSpot Inc,2014-10-09,2014-10-09,2014.0,25.0,1.0,,31390213.0,34097000.0,0.784755325,0.852425,,0.8185901625,auto:edgar+yf,high,ticker+date,headline,,T1,False
PRLD,PRLD,Prelude Therapeutics Inc,2020-09-25,2020-09-25,2020.0,19.0,1.0,,43703381.0,42454600.0,0.830364239,0.8066374,,0.8185008195,auto:edgar+yf,high,ticker+date,headline,,T1,False
BVS,BVS,Bioventus Inc,2021-02-11,2021-02-11,2021.0,13.0,1.0,71677178.0,,54232000.0,,0.705016,0.931803314,0.818409657,auto:ritter+yf,high,ticker+date,headline,,T1,False
NNOX,NNOX,Nano-X Imaging Ltd,2020-08-21,2020-08-21,2020.0,18.0,1.0,,46100173.0,44393900.0,0.829803114,0.7990902,,0.814446657,auto:edgar+yf,high,ticker+date,headline,,T1,False
SPT,SPT,Sprout Social Inc,2019-12-13,2019-12-13,2019.0,17.0,1.0,47884399.0,,47884400.0,,0.8140348,0.814034783,0.8140347914999999,auto:ritter+yf,high,ticker+date,headline,,T1,False
PSXP,PSXP,Phillips 66 Partners LP,2013-07-22,nan,2013.0,23.0,1.0,35217000.0,,,,,0.809991,0.809991,ritter-anchor,med,ticker+date,headline,,T1,False
GHRS,GHRS,GH Research PLC,2021-06-25,2021-06-25,2021.0,16.0,1.0,,52020849.0,48854200.0,0.832333584,0.7816672,,0.807000392,auto:edgar+yf,high,ticker+date,headline,,T1,False
ADAG,ADAG,Adagene Inc,2021-02-09,2021-02-09,2021.0,19.0,2.0,52724775.0,,42179800.0,,0.8014162,,0.8014162,single:yf,low,ticker+date,headline,,T1,False
PTXP,PTXP,PennTex Midstream Partners LP,2015-06-04,nan,2015.0,20.0,1.0,40000000.0,,,,,0.8,0.8,ritter-anchor,med,ticker+date,headline,,T1,False
SEPN,SEPN,"Septerna, Inc.",2024-10-25,nan,2024.0,18.0,1.0,,44402742.0,,0.799249356,,,0.799249356,single:edgar,low,ticker+date,headline,,T1,False
GWRE,GWRE,Guidewire Software Inc,2012-01-24,2012-01-25,2012.0,13.0,1.0,,51275725.0,71492000.0,0.666584425,0.929396,,0.7979902125,auto:edgar+yf,high,ticker+date,headline,,T1,False
CCCC,CCCC,C4 Therapeutics Inc,2020-10-02,2020-10-02,2020.0,19.0,1.0,,43029500.0,40769200.0,0.8175605,0.7746148,,0.79608765,auto:edgar+yf,high,ticker+date,headline,,T1,False
APGE,APGE,"Apogee Therapeutics, Inc.",2023-07-14,2023-07-14,2023.0,17.0,1.0,,48017621.0,45556500.0,0.816299557,0.7744605,,0.7953800285,auto:edgar+yf,high,ticker+date,headline,,T1,False
DTIL,DTIL,Precision Biosciences Inc,2019-03-28,2019-03-28,2019.0,16.0,1.0,,50361705.0,49030300.0,0.80578728,0.7844848,,0.79513604,auto:edgar+yf,high,ticker+date,headline,,T1,False
XNET,XNET,Xunlei Ltd,2014-06-24,2014-06-24,2014.0,12.0,2.0,291148000.0,328693840.0,66044500.0,,0.792534,,0.792534,single:yf,low,ticker+date,headline,,T1,False
PMVP,PMVP,PMV Pharmaceuticals Inc,2020-09-25,2020-09-25,2020.0,18.0,1.0,,44773748.0,42999300.0,0.805927464,0.7739874,,0.789957432,auto:edgar+yf,high,ticker+date,headline,,T1,False
RNG,RNG,RingCentral,2013-09-27,2013-09-27,2013.0,13.0,1.0,60749000.0,37075000.0,70945900.0,0.481975,0.9222967,0.789737,0.789737,auto:edgar+ritter+yf,high,ticker+date,headline,,T1,False
AYX,AYX,Alteryx Inc,2017-03-24,nan,2017.0,14.0,1.0,56320544.0,,,,,0.788487616,0.788487616,ritter-anchor,med,ticker+date,headline,,T1,False
HLNE,HLNE,Hamilton Lane Inc,2017-03-01,2017-03-01,2017.0,16.0,1.0,45005761.0,,53306800.0,,0.8529088,0.720092176,0.7865004879999999,auto:ritter+yf,high,ticker+date,headline,,T1,False
HQY,HQY,HealthEquity Inc,2014-07-31,2014-07-31,2014.0,14.0,1.0,,54726740.0,57626800.0,0.76617436,0.8067752,,0.78647478,auto:edgar+yf,high,ticker+date,headline,,T1,False
WLH,WLH,William Lyon Homes Inc,2013-05-15,nan,2013.0,25.0,1.0,31438000.0,,,,,0.78595,0.78595,ritter-anchor,med,ticker+date,headline,,T1,False
ALTR,ALTR,Altair Engineering Inc,2017-11-01,nan,2017.0,13.0,1.0,60390940.0,,,,,0.78508222,0.78508222,ritter-anchor,med,ticker+date,headline,,T1,False
PCVX,PCVX,Vaxcyte Inc,2020-06-12,2020-06-12,2020.0,16.0,1.0,,50923883.0,46757800.0,0.814782128,0.7481248,,0.781453464,auto:edgar+yf,high,ticker+date,headline,,T1,False
REXR,REXR,Rexford Industrial Realty Inc,2013-07-18,2013-07-19,2013.0,14.0,1.0,,25681790.0,55586600.0,0.35954506,0.7782124,,0.7782124,single:yf,low,ticker+date,headline,,T1,False
ROYT,ROYT,Pacific Coast Oil Trust,2012-05-02,nan,2012.0,20.0,1.0,38583158.0,,,,,0.77166316,0.77166316,ritter-anchor,med,ticker+date,headline,,T1,False
ELF,ELF,e l f Beauty Inc,2016-09-22,2016-09-22,2016.0,17.0,1.0,,45257137.0,45257100.0,0.769371329,0.7693707,,0.7693710145,auto:edgar+yf,high,ticker+date,headline,,T1,False
